file_path,file_name,file_type,status,error,marine_mammals,sharks_rays,reptiles,fish,birds,invertebrates_habitat,survey_types,places,data_types,conservation
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220620_MaktalAli_DH_Waypoints.shp,20220620_MaktalAli_DH_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220620_MaktalAli_RAP_Tracklog.shp,20220620_MaktalAli_RAP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220620_MaktalAli_RAP_Waypoints.shp,20220620_MaktalAli_RAP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220620_MaktalAli_RP_Tracklog.shp,20220620_MaktalAli_RP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220620_MaktalAli_RP_Waypoints.shp,20220620_MaktalAli_RP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220625_MaktalAli_DH_Tracklog.shp,20220625_MaktalAli_DH_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220625_MaktalAli_DH_Waypoints.shp,20220625_MaktalAli_DH_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220625_MaktalAli_DT_Tracklog.shp,20220625_MaktalAli_DT_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220625_MaktalAli_DT_Waypoints.shp,20220625_MaktalAli_DT_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220625_MaktalAli_RAP_Tracklog.shp,20220625_MaktalAli_RAP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220625_MaktalAli_RAP_Waypoints.shp,20220625_MaktalAli_RAP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220625_MaktalAli_RP_Tracklog.shp,20220625_MaktalAli_RP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220625_MaktalAli_RP_Waypoints.shp,20220625_MaktalAli_RP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220626_MaktalAli_DT_Tracklog.shp,20220626_MaktalAli_DT_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220626_MaktalAli_DT_Waypoints.shp,20220626_MaktalAli_DT_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220626_MaktalAli_PC_Tracklog.shp,20220626_MaktalAli_PC_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220626_MaktalAli_PC_Waypoints.shp,20220626_MaktalAli_PC_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_FOV.shp,MaktalAli_FOV.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island",track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_FOV_Clipped.shp,MaktalAli_FOV_Clipped.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island",track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_1.shp,MaktalAli_tracklog_3857_1.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_2.shp,MaktalAli_tracklog_3857_2.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_3.shp,MaktalAli_tracklog_3857_3.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_4.shp,MaktalAli_tracklog_3857_4.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_5.shp,MaktalAli_tracklog_3857_5.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_6.shp,MaktalAli_tracklog_3857_6.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_7.shp,MaktalAli_tracklog_3857_7.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_8.shp,MaktalAli_tracklog_3857_8.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_9.shp,MaktalAli_tracklog_3857_9.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_Clipped.shp,MaktalAli_tracklog_3857_Clipped.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island","length, track",management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_3857_Merged.shp,MaktalAli_tracklog_3857_Merged.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island",track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_buffered_dissolved1.shp,MaktalAli_tracklog_buffered_dissolved1.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_buffered_dissolved2.shp,MaktalAli_tracklog_buffered_dissolved2.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_buffered_dissolved3.shp,MaktalAli_tracklog_buffered_dissolved3.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_buffered_dissolved4.shp,MaktalAli_tracklog_buffered_dissolved4.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_buffered_dissolved5.shp,MaktalAli_tracklog_buffered_dissolved5.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_buffered_dissolved6.shp,MaktalAli_tracklog_buffered_dissolved6.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_buffered_dissolved7.shp,MaktalAli_tracklog_buffered_dissolved7.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_buffered_dissolved8.shp,MaktalAli_tracklog_buffered_dissolved8.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\MaktalAli_tracklog_buffered_dissolved9.shp,MaktalAli_tracklog_buffered_dissolved9.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Dominic\20220620\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Dominic\20220620\Waypoints_20-JUN-22.gpx,Waypoints_20-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Dominic\20220625\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Dominic\20220625\Waypoints_25-JUN-22.gpx,Waypoints_25-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Doug\20220625\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Doug\20220625\Waypoints_25-JUN-22.gpx,Waypoints_25-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Doug\20220626\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Doug\20220626\Waypoints_26-JUN-22.gpx,Waypoints_26-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Patrice\20220626\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Patrice\20220626\Waypoints_26-JUN-22.gpx,Waypoints_26-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Rebekka\20220620\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Rebekka\20220620\Waypoints_20-JUN-22.gpx,Waypoints_20-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Rebekka\20220625\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Rebekka\20220625\Waypoints_25-JUN-22.gpx,Waypoints_25-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Ross\20220620\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Ross\20220620\Waypoints_20-JUN-22.gpx,Waypoints_20-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Ross\20220625\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Team Ross\20220625\Waypoints_25-JUN-22.gpx,Waypoints_25-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\006_AlFarsha\Shapefiles\20220623_Farsha_DH_Tracklog.shp,20220623_Farsha_DH_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\006_AlFarsha\Shapefiles\20220623_Farsha_DT_Tracklog1.shp,20220623_Farsha_DT_Tracklog1.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\006_AlFarsha\Shapefiles\20220623_Farsha_DT_Tracklog2.shp,20220623_Farsha_DT_Tracklog2.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\006_AlFarsha\Shapefiles\20220623_Farsha_DT_Waypoints.shp,20220623_Farsha_DT_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\006_AlFarsha\Shapefiles\20220623_Farsha_PC_Tracklog.shp,20220623_Farsha_PC_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\006_AlFarsha\Shapefiles\20220623_Farsha_PC_Waypoints.shp,20220623_Farsha_PC_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
